ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Type,Regions,category
6613,Cable Standing Squeeze Upper Chest Press,Strength,Chest,Cable,Male,,,,,strength
6616,Lever Glute Abductors Press,Strength,Hips,Hammerstrength Machine,Male,"Gluteus Maximus, Gluteus Medius, Gluteus Minimus",Tensor Fasciae Latae,,,strength
6619,Kettlebell Bench Press,Strength,Chest,Kettlebells,Male,,,,,strength
6620,Kettlebell Neutral grip Bench Press,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6621,Kettlebell Fly,Strength,Chest,Kettlebells,Male,,,,,strength
6622,Kettlebell Low Fly,Strength,Chest,Kettlebells,Male,,,,,strength
6630,Arm Crossover Chest Out,Strength,Chest,Body weight,Male,,,,,strength
6631,Criss Cross Arms Lift,Strength,Chest,Body weight,Male,,,,,strength
6632,Diagonal Reach on Chair,Strength,Waist,Body weight,Male,,,,,strength
6633,Leg Raises Hold on Chair,Strength,Waist,Body weight,Male,,,,,strength
6634,Windmill on Chair,Strength,Waist,Body weight,Male,,,,,strength
6635,Diagonal In Out on Chair,Strength,Waist,Body weight,Male,,,,,strength
6636,Circle Arms Knee Raises on Chair,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6637,Floating Run on Chair,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
6647,Kneeling Dynamic Plank,Strength,Waist,Body weight,Male,,,,,strength
6648,Cable High Pull with Rope Attachment,Strength,Shoulders,Cable,Male,,,,,strength
6650,Side Bend Arms Above,Strength,Waist,Body weight,Male,,,,,strength
6651,Bodyweight Standing Romanian Deadlift,Strength,Hips,Body weight,Male,,,,,strength
6652,Side Lying Clam and Kick,Strength,Hips,Body weight,Male,,,,,strength
6653,Bodyweight Narrow Squat,Strength,Thighs,Body weight,Male,,,,,strength
6654,Side Step Swipes,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6655,Standing Boat Row,Strength,Waist,Body weight,Male,,,,,strength
6656,Invisible Chair Pose,Strength,Thighs,Body weight,Male,,,,,strength
6657,Heel Glute Bridge,Strength,Hips,Body weight,Male,,,,,strength
6658,Wide Front Elbow Plank,Strength,Waist,Body weight,Male,,,,,strength
6659,Roll Press Plank,Stretching,Waist,Body weight,Male,,,,,strength
6660,Forward Arms Plank,Strength,Waist,Body weight,Male,,,,,strength
6661,Lateral Elbow Plank Walk,Strength,Waist,Body weight,Male,,,,,strength
6662,Squat Side-up Hook Punch,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
6663,Pendulum Arms Side Leg Raise,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6664,Straight Arm Double Knee Drive,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6665,Single Arm Punch and Side Knee Raise,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6666,Side Step Upright Row,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6667,Side Step Crunch,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6668,Sky Punch,Strength,Shoulders,Body weight,Male,,,,,strength
6669,Side Shuffle Leg Side Lift,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6670,Standing Side Kick,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
6671,Double Knee Thrust and Swipe,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6672,Twist Front Raise,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6673,Knee Hug Glute Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
6678,Weighted Plates Bulgarian Split Squat,Strength,Thighs,Body weight,Male,,,,,strength
6679,Weighted Plates Bulgarian Split Squat with the Ring,Strength,Thighs,Body weight,Male,,,,,strength
6680,Kettlebell Single Leg Split Squat with the Ring,Strength,Thighs,Kettlebells,Male,,,,,strength
6681,Dumbbell Single Leg Split Squat with the Ring,Strength,Thighs,Dumbbells,Male,,,,,strength
6682,Band Single Leg Split Squat with the Ring,Strength,Hips,Resistance Bands,Male,,,,,strength
6692,Barbell Deadlift (side POV),Strength,Hips,Barbells,Male,,,,,strength
6693,Cable Kneeling Side Crunch,Strength,Waist,Cable,Male,,,,,strength
6695,Handstand Hold on Wall,Strength,Shoulders,Body weight,Male,,,,,strength
6698,Weighted Plate Standing Biceps Curl,Strength,Forearms,Body weight,Male,,,,,strength
6699,Landmine Single Arm Low Fly,Strength,Chest,Barbells,Male,,,,,strength
6700,Landmine Single Arm Side Low Fly,Strength,Chest,Barbells,Male,,,,,strength
6701,Landmine Push-up,Strength,Chest,Barbells,Male,,,,,strength
6702,Lying Alternate Butterfly (Abduction),Strength,Hips,Body weight,Male,,,,,strength
6703,Lying Butterfly (Abduction),Strength,Hips,Body weight,Male,,,,,strength
6704,Lying Hip Circle,Strength,Hips,Body weight,Male,,,,,strength
6705,Supine Windshield Wipers,Stretching,Hips,Body weight,Male,,,,,mobility
6706,Bodyweight Kneeling Butterfly with Towels,Strength,Hips,Body weight,Male,,,,,strength
6707,Bodyweight Side Squat with Towel,Strength,Hips,Body weight,Male,,,,,strength
6708,Rocking Half Frog Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
6709,Kneeling Adductor Backward Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
6710,90 to 90 Stretch,Stretching,Stretching,Body weight,,,,static,Full body / dynamic mobility,mobility
6711,Seated Alternate Wide Side Adduction,Strength,Hips,Body weight,Male,,,,,strength
6712,Dynamic Weight Bearing Ankle Dorsi Flexion,Stretching,Stretching,Body weight,,,,dynamic,Full body / dynamic mobility,mobility
6713,Standing Hip Controlled Articular Rotation,Strength,Hips,Body weight,Male,,,,,strength
6714,Horse Stance Squat,Strength,Hips,Body weight,Male,,,,,strength
6715,Happy Baby Pose,Stretching,Stretching,Body weight,,,,static,Core,mobility
6716,Head to Knee Janu Sirsasana Yoga Pose,Stretching,Stretching,Body weight,,,,static,Full body / dynamic mobility,mobility
6717,Barbell Reverse Grip Bench Press on Floor,Strength,Chest,Barbells/Flat Bench,Male,,,,,strength
6718,Lying Crunch Through Legs Abduction,Strength,Waist,Body weight,Male,,,,,strength
6723,Sitting Dynamic Side Stretch,Stretching,Waist,Body weight,Male,,,,,mobility
6724,Squat Bounce Sky Punch,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6725,Duck and Side Punch,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6726,Puppy Pose,Stretching,Stretching,Body weight,,,,static,Full body / dynamic mobility,mobility
6732,Kneeling Ankle Stretch,Stretching,Calves,Body weight,Male,,,,,mobility
6755,Cable Kneeling Shoulder External Rotation,Strength,Back,Cable,Male,,,,,strength
6756,Cable Kneeling Shoulder External Rotation,Strength,Back,Cable,Male,,,,,strength
6763,Seated Forearms Stretch,Stretching,Stretching,Body weight,Male,,,,,mobility
6774,Seated Rhomboid Stretch,Stretching,Back,Body weight,Male,,,,,mobility
6776,Cable Standing Single Delt Row,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor",,,strength
6777,Explosive Kneeling Push-Up,Strength,Chest,Body weight,Male,,,,,strength
6778,Side Kneeling Push-up,Strength,Chest,Body weight,Male,,,,,strength
6785,Resistance Band Seated Hip Abduction,Strength,Hips,Resistance Bands,Male,,,,,strength
6796,Smith Sumo Chair Squat,Strength,Hips,Smith Machine,Male,,,,,strength
6797,Barbell Bench Lateral Step-up,Strength,Thighs,Barbells,Male,,,,,strength
6799,Dumbbell Lying Oblique V-up,Strength,Waist,Dumbbells,Male,,,,,strength
6800,Dumbbell Military Press Russian Twist with Legs Floor Off,Strength,Waist,Dumbbells,Male,,,,,strength
6801,Dumbbell Seated Military Press In Out Leg Raise on Floor,Strength,Waist,Dumbbells,Male,,,,,strength
6802,Dumbbell Seated Military Hold Alternate Leg Raise on Floor,Strength,Waist,Dumbbells,Male,,,,,strength
6803,Side and Front In Out,Strength,Waist,Body weight,Male,,,,,strength
6804,Plank Alternate Anti Gravity Pull-up,Strength,Waist,Body weight,Male,,,,,strength
6805,Dumbbell Alternate V up,Strength,Waist,Dumbbells,Male,,,,,strength
6806,Dumbbell Military Press Russian Twist with Legs Floor Off,Strength,Waist,Dumbbells,Male,,,,,strength
6807,Sitting Side Step Tuck on a padded stool,Strength,Waist,Body weight,Male,,,,,strength
6809,Dumbbell Overhead Sit-up with Legs on Bench,Strength,Waist,Dumbbells/Flat Bench,Male,,,,,strength
6810,Resistance Band Lying Bent Knee Raise,Strength,Waist,Resistance Bands,Male,,,,,strength
6811,Stick Subscapularis Muscle Relax,Stretching,Stretching,PVC,Male,,,,,mobility
6812,Roll Ball Seated Pectineus Activation,Stretching,Stretching,Body weight,,,,static,Upper body,mobility
6814,Barbell Decline Shrug,Strength,Back,Barbells,Male,,,,,strength
6815,Barbell Incline Shoulders Press,Strength,Shoulders,Barbells,Male,,,,,strength
6816,Kettlebell Decline Shrug,Strength,Back,Kettlebells,Male,,,,,strength
6817,Kettlebell Incline Bench Press,Strength,Chest,Kettlebells,Male,,,,,strength
6818,Kettlebell Incline Biceps Curl,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6819,Kettlebell Incline Alternate Curl,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6820,Kettlebell Incline Fly,Strength,Chest,Kettlebells,Male,,,,,strength
6821,Kettlebell Incline Hammer Press,Strength,Chest,Kettlebells,Male,,,,,strength
6822,Kettlebell Incline Inner Biceps Curl,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6823,Kettlebell Incline Palm in Press,Strength,Chest,Kettlebells,Male,,,,,strength
6824,Kettlebell Incline Row,Strength,Back,Kettlebells,Male,,,,,strength
6825,Kettlebell Incline Shrug,Strength,Back,Kettlebells,Male,,,,,strength
6826,Kettlebell Incline Triceps Extension,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6827,Kettlebell Incline Twisted Fly,Strength,Chest,Kettlebells,Male,,,,,strength
6828,Kettlebell Prone Incline Curl,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6829,Kettlebell Reverse Fly,Strength,Shoulders,Kettlebells,Male,,,,,strength
6830,Kettlebell Seated Neutral Grip Shoulders Press,Strength,Shoulders,Kettlebells,Male,,,,,strength
6831,Kettlebell Seated Front Raise,Strength,Shoulders,Kettlebells,Male,,,,,strength
6833,Kettlebell Seated Lateral Raise,Strength,Shoulders,Kettlebells,Male,,,,,strength
6834,Kettlebell Seated Shoulder Press,Strength,Shoulders,Kettlebells,Male,,,,,strength
6835,Kettlebell Lying Rear Delt Row,Strength,Back,Kettlebells,Male,,,,,strength
6836,Kettlebell Reverse Spider Curl,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6837,Kettlebell Standing One Arm Curl Over Incline Bench,Strength,Upper Arms,Kettlebells,Male,,,,,strength
6838,Kettlebell Hammer Grip Incline Bench Two Arm Row,Strength,Back,Kettlebells,Male,,,,,strength
6839,Kettlebell Incline Y Raise,Strength,Shoulders,Kettlebells,Male,,,,,strength
6840,Kettlebell Head Supported Row,Strength,Back,Kettlebells,Male,,,,,strength
6841,Kettlebell Prone Rear Delt Swing,Strength,Shoulders,Kettlebells,Male,,,,,strength
6842,Kettlebell Incline Twist Press,Strength,Chest,Kettlebells,Male,,,,,strength
6844,Band Seated Lateral Raise,Strength,Shoulders,Resistance Bands,Male,,,,,strength
6845,Band Incline Bench Press,Strength,Chest,Resistance Bands,Male,,,,,strength
6846,Band Incline Biceps Curl,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6847,Band Incline Fly,Strength,Chest,Resistance Bands,Male,,,,,strength
6848,Band Incline Row,Strength,Back,Resistance Bands,Male,,,,,strength
6849,Band Reverse Spider Curl,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6850,Negative Crunch,Strength,Waist,Body weight,Male,,,,,strength
6851,Seated Alternate In Out Leg Raise on Floor,Strength,Waist,Body weight,Male,,,,,strength
6852,Side Plank Knee Tuck,Strength,Waist,Body weight,Male,,,,,strength
6853,Negative Biceps Leg Concentration Curl,Strength,Upper Arms,Body weight,Male,,,,,strength
6861,Burpee Tuck Jump,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6862,Band Incline Triceps Extension,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6863,Band Prone Incline Curl,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6864,Band Reverse Fly,Strength,Shoulders,Resistance Bands,Male,,,,,strength
6865,Band Incline Y Raise,Strength,Shoulders,Resistance Bands,Male,,,,,strength
6866,Band Incline T Raise,Strength,Shoulders,Resistance Bands,Male,,,,,strength
6867,Band Hammer Grip Incline Bench Two Arm Row,Strength,Back,Resistance Bands,Male,,,,,strength
6868,Band Prone Incline Hammer Curl,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6869,Band Lying Reverse Grip Row,Strength,Back,Resistance Bands,Male,,,,,strength
6870,Band Incline Hammer Curl,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6871,Band Incline Alternate Hammer Curl,Strength,Upper Arms,Resistance Bands,Male,,,,,strength
6872,Band Incline Palm in Press,Strength,Chest,Resistance Bands,Male,,,,,strength
6873,Band Seated Shoulder Press,Strength,Shoulders,Resistance Bands,Male,,,,,strength
6874,Band Seated Neutral Grip Shoulders Press,Strength,Shoulders,Resistance Bands,Male,,,,,strength
6875,Band Incline Hammer Press,Strength,Chest,Resistance Bands,Male,,,,,strength
6876,Incline Reverse Hyperextension,Strength,Hips,Body weight,Male,,,,,strength
6877,Barbell Incline Shoulders Press (inside squat cage),Strength,Shoulders,Barbells/Squat Rack,Male,,,,,strength
6881,Lever Cross Lat Pulldown,Strength,Back,Lat Pulldown Cable,Male,,,,,strength
6882,Standing Top Corner Punch,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6883,Self Assisted Inverse Leg Curl,Strength,Thighs,Body weight,Male,,,,,strength
6884,Bodyweight Paused Goblet Squat,Strength,Thighs,Body weight,Male,,,,,strength
6885,Sit-up Punches,Strength,Waist,Body weight,Male,,,,,strength
6886,Superman Hold,Strength,Hips,Body weight,Male,,,,,strength
6890,Dumbbell Z-Press,Strength,"Shoulders, Waist",Dumbbells,Male,,,,,strength
6891,Dumbbell Alternate Z-Press,Strength,"Shoulders, Waist",Dumbbells,Male,,,,,strength
6898,Elbow Touch and Lift,Strength,Shoulders,Body weight,Male,,,,,strength
6899,Standing Top Clap Back Clap,Stretching,Stretching,Body weight,,,,static,Full body / dynamic mobility,mobility
6900,Forearms to Wide Grip Wall Push-up,Strength,Chest,Body weight,Male,,,,,strength
6910,Deep Push-up on Parallel Bars,Strength,Chest,Body weight,Male,,,,,strength
6912,Plank Jack on a padded stool,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6913,Sitting Scapula Adduction,Strength,Back,Body weight,Male,,,,,strength
6914,Sitting Scapula Adduction,Strength,Back,Body weight,Male,,,,,strength
6915,Squat on a padded stool,Strength,Thighs,Body weight,Male,,,,,strength
6916,High Knee on a padded stool,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
6917,Open and Knee Tuck on a padded stool,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6918,Cross Climber on a padded stool,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
6919,Forward Hop on a padded stool,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6920,Standing Abdominal Vacuum,Strength,Waist,Body weight,Male,,,,,strength
6921,Side Lying Single Arm Triceps Push-up,Strength,Upper Arms,Body weight,Male,,,,,strength
6922,Diamond Push-up against wall,Strength,Upper Arms,Body weight,Male,,,,,strength
6923,Bodyweight Lying Oblique V-up,Strength,Waist,Body weight,Male,,,,,strength
6924,Side Step Deep Squat,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6925,Front Plank to Side Plank,Strength,Waist,Body weight,Male,,,,,strength
6935,Jackknife (Donkey) Squat,Strength,Hips,Body weight,Male,,,,,strength
6936,Cable Decline Crunch,Strength,Waist,Cable,Male,,,,,strength
6937,Weighted Decline Twist Sit-up,Strength,Waist,Body weight,Male,,,,,strength
6938,Barbell Dimel Deadlift,Strength,Hips,Barbells,Male,,,,,strength
6939,Dumbbell Side Lying Internal Rotation (on a bench),Strength,Chest,Dumbbells/Flat Bench,Male,,,,,strength
6940,Medicine Ball Goblet Squat,Strength,Thighs,Medicine Balls,Male,,,,,strength
6941,L Sit Chin-up,Strength,Back,Body weight,Male,,,,,strength
6942,L Sit Pull-up,Strength,Back,Body weight,Male,,,,,strength
6944,Swimming Crawl Style,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6945,Wrist Push-up,Strength,Forearms,Body weight,Male,,,,,strength
6946,Lever Push-up,Strength,Chest,Hammerstrength Machine,Male,,,,,strength
6948,45 degrees Single Leg Reverse Hyperextension,Strength,Hips,Body weight,Male,,,,,strength
6949,Cable Single Arm Crossover,Strength,Chest,Cable,Male,,,,,strength
6950,Dumbbell Single Arm Deadlift,Strength,Hips,Dumbbells,Male,,,,,strength
6951,Dumbbell Single Arms Pullover,Strength,Back,Dumbbells,Male,,,,,strength
6952,Dumbbell Seated Side Bend,Strength,Waist,Dumbbells,Male,,,,,strength
6953,Axle Deadlift,Strength,Hips,Body weight,Male,,,,,strength
6954,Assisted Single Arm Pull-up,Strength,Back,Body weight,Male,,,,,strength
6955,Cable Standing Backhand,Strength,Waist,Cable,Male,,,,,strength
6956,Corn Cob (Side to Side) Pull-up,Strength,Back,Body weight,Male,,,,,strength
6957,Cable Half Kneeling Lift,Strength,Chest,Cable,Male,,,,,strength
6958,Lateral Hurdle Jump,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6959,Resistance Band Assisted Push-up,Strength,Chest,Resistance Bands,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",,,strength
6960,Plank Hand Switch,Strength,Waist,Body weight,Male,,,,,strength
6961,Uneven Pull-up,Strength,Back,Body weight,Male,,,,,strength
6962,Single Arm Pull-up,Strength,Back,Body weight,Male,,,,,strength
6965,Sit-up on stability ball,Strength,Waist,Stability (Swiss) Ball,Male,,,,,strength
6973,Half Kneeling Glute Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
6974,Kneeling Forward Palm Nudges,Strength,Forearms,Body weight,Male,,,,,strength
6975,Kneeling Reverse Palm Nudges,Strength,Forearms,Body weight,Male,,,,,strength
6976,Kneeling Fist Roll,Stretching,Forearms,Body weight,Male,,,,,strength
6977,Kneeling Finger Pulse,Strength,Hands,Body weight,Male,,,,,strength
6978,Standing Wrist Rotation,Strength,Forearms,Body weight,Male,,,,,strength
6979,Plank Side Kick Through,Strength,Waist,Body weight,Male,,,,,strength
6980,Power Jack,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6981,Running Plank,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6982,Wrist Full Push-up,Strength,Chest,Body weight,Male,,,,,strength
6983,Toe Tap Split Jump,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6984,Side Hop Ski,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6985,Plank 3 Point Hops,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6986,Downward Dog Push-up against Wall,Aerobic,Plyometrics,Body weight,Male,,,,,strength
6987,Dumbbell Learning Front Raise,Strength,Shoulders,Dumbbells,Male,,,,,strength
6988,Kettlebell Learning Front Raise,Strength,Shoulders,Kettlebells,Male,,,,,strength
6989,Barbell Seated Twist (on stability ball),Strength,Waist,Barbells,Male,,,,,strength
6991,Cable Neutral Grip Biceps Curl,Strength,Upper Arms,Cable,Male,,,,,strength
7014,Stability Ball Single Leg Squat,Strength,Thighs,Stability (Swiss) Ball,Male,,,,,strength
7019,Stability Ball Rollout on Knees,Strength,Hips,Stability (Swiss) Ball,Male,,,,,strength
7022,Kettlebell Upright Row,Strength,Shoulders,Kettlebells,Male,,,,,strength
7023,Kettlebell Wide Upright Row,Strength,Shoulders,Kettlebells,Male,,,,,strength
7024,Barbell Wide Grip Upright Row (front POV),Strength,Shoulders,Barbells,Male,,,,,strength
7051,Kneeling One Side Archer Push-up,Strength,Chest,Body weight,Male,,,,,strength
7054,Dumbbell Standing Hands Torsion,Strength,Forearms,Dumbbells,Male,,,,,strength
7055,Weighted Plate Standing Hands Torsion,Strength,Forearms,Body weight,Male,,,,,strength
7056,Dumbbell Standing Reverse Curl Rotate,Strength,Forearms,Dumbbells,Male,,,,,strength
7107,Lever Seated Single Leg Press,Strength,Thighs,Leg Press,Male,,,,,strength
7108,Lever Seated Leg Extension,Strength,Thighs,Leg Extension Machine,Male,Quadriceps,,,,strength
7120,Weighted Twisting Crunch (on bench),Strength,Waist,Body weight,Male,,,,,strength
7132,Dip Bent Knees with Chair,Strength,Upper Arms,Body weight,Male,,,,,strength
7133,Pistol Squat with Chair,Strength,Thighs,Body weight,Male,,,,,strength
7134,Incline Push-up with Chair,Strength,Chest,Body weight,Male,,,,,strength
7135,Bulgarian Split Squat with Chair,Strength,Thighs,Body weight,Male,,,,,strength
7136,Incline Close Grip Push-up with Chair,Strength,Upper Arms,Body weight,Male,,,,,strength
7137,Sitting In Out Leg Raise with Chair,Strength,Waist,Body weight,Male,,,,,strength
7139,Seated 8 Leg Crunch with Chair,Strength,Waist,Body weight,Male,,,,,strength
7140,Step-up on Chair,Strength,Thighs,Body weight,Male,,,,,strength
7141,Lying Twist Toe Touch,Strength,Waist,Body weight,Male,,,,,strength
7142,Side Plank Twist,Strength,Waist,Body weight,Male,,,,,strength
7143,Wide Mountain Hop,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7144,Leg Extension Star Crunch,Strength,Waist,Body weight,Male,,,,,strength
7145,Twist Punch Shuffle,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7146,Jumping Jack Toe Touch,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
7147,Diver Plank Jack,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7148,Criss Cross Knee Tuck,Strength,Waist,Body weight,Male,,,,,strength
7150,Shoulder Tap Jack Plank,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7151,Mountain Climber Kickout,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7152,Rotate and Leg Lift Crunch,Strength,Waist,Body weight,Male,,,,,strength
7153,Plank Walk Squat,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7154,Side Shuffle High Knee,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
7155,Cable Seated Reverse Shrug,Strength,Back,Cable,Male,,,,,strength
7176,Riding Outdoor Bicycle,Strength,Plyometrics,Body weight,Male,,,,,strength
7178,Sphinx Push-up,Strength,Upper Arms,Body weight,Male,,,,,strength
7179,Lever Cross Lat Pulldown,Strength,Back,Lat Pulldown Cable,Male,,,,,strength
7180,Bodyweight Half Squat,Strength,Thighs,Body weight,Male,,,,,strength
7181,Negative Push-up,Strength,Back,Body weight,Male,,,,,strength
7183,Decline Push-up with Chair,Strength,Chest,Body weight,Male,,,,,strength
7184,Burpee Alternate Arm Leg Raise,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7185,Protraction Plank,Strength,Waist,Body weight,Male,,,,,strength
7186,Prisoner High Knee,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
7195,Plank Power Tuck,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7196,Protraction Plank Jack,Strength,Waist,Body weight,Male,,,,,strength
7213,Side Lying Internal Rotation,Strength,Shoulders,Body weight,Male,,,,,strength
7214,Side Plank Side Crunch,Strength,Waist,Body weight,Male,,,,,strength
7215,Straight Legs Sit-up Toe Tap,Strength,Waist,Body weight,Male,,,,,strength
7216,Opposite Arm and Leg Raise against Wall,Strength,Hips,Body weight,Male,,,,,strength
7217,Floor T Raise,Strength,Back,Body weight,Male,,,,,strength
7218,Lying Lower Back Knee to Chest,Stretching,Stretching,Body weight,,,,static,"Core, Upper body",mobility
7219,Planked Side Toe Tap,Strength,Waist,Body weight,Male,,,,,strength
7227,Ring L-Sit Chin-up,Strength,Back,Body weight,Male,,,,,strength
7228,Ring Wide Pull-up,Strength,Back,Body weight,Male,,,,,strength
7229,Kettlebell Plank Pass Through,Strength,Waist,Kettlebells,Male,,,,,strength
7230,Kettlebell Gorilla Row,Strength,Back,Kettlebells,Male,,,,,strength
7231,Dumbbell Incline Single Arm Y Raise,Strength,Shoulders,Dumbbells,Male,,,,,strength
7232,Standing Scapula Rotation,Strength,Back,Body weight,Male,,,,,strength
7234,Dumbbell Standing Scapular External Rotation,Strength,Back,Dumbbells,Male,,,,,strength
7236,Barbell Mixed grip Deadlift,Strength,Hips,Barbells,Male,,,,,strength
7237,Barbell Hook grip Deadlift,Strength,Hips,Barbells,Male,,,,,strength
7238,Barbell Snatch grip Deadlift,Strength,Hips,Barbells,Male,,,,,strength
7239,Dumbbell Single Leg Split Squat with Low Box,Strength,Thighs,Dumbbells,Male,,,,,strength
7240,Kettlebell Single Leg Split Squat with Low Box,Strength,Thighs,Kettlebells,Male,,,,,strength
7241,Band Single Leg Split Squat with Low Box,Strength,Hips,Resistance Bands,Male,,,,,strength
7242,Split Squat with Low Box,Strength,Thighs,Body weight,Male,,,,,strength
7245,Dumbbell Russian Twist Boat Row,Strength,Waist,Dumbbells,Male,,,,,strength
7246,Star Plank,Strength,Waist,Body weight,Male,,,,,strength
7247,Back Steps Plank,Strength,Waist,Body weight,Male,,,,,strength
7248,Lying 6 Inch Hold,Strength,Waist,Body weight,Male,,,,,strength
7249,Jumping Air Clap,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7250,Mountain Climber and Dynamic Plank,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7251,Hanging Front Lever Raise,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis",,,,strength
7252,Dumbbell Incline Powell Raise,Strength,Shoulders,Dumbbells,Male,,,,,strength
7254,Lying Leg Circle Hip Raise,Strength,Waist,Body weight,Male,,,,,strength
7255,Seated Frog Half to Full Sit-up,Strength,Waist,Body weight,Male,,,,,strength
7256,Side Plank Raise and Crunch,Strength,Waist,Body weight,Male,,,,,strength
7257,Russian Twist Plus,Strength,Waist,Body weight,Male,,,,,strength
7258,Single Leg Extension Crunch,Strength,Waist,Body weight,Male,,,,,strength
7259,Sitting March on a Chair,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7260,Sitting Side Step on Chair,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7261,L Sit on Chair,Strength,Waist,Body weight,Male,,,,,strength
7262,Sitting Side Step Row on Chair,Aerobic,Plyometrics,Body weight,Male,,,,,strength
7264,Sitting Jump Rope Knee Tuck on Chair,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
7265,Dumbbell Change Plyo Side Lunge,Strength,Thighs,Dumbbells,Male,,,,,strength
7266,Dumbbell Change Lateral Raise Curtsey Lunge,Strength,Thighs,Dumbbells,Male,,,,,strength
7267,Dumbbell Sumo Squat Front Raise,Strength,Thighs,Dumbbells,Male,,,,,strength
7274,Suspender Pike,Strength,Hips,Suspension Trainer,Male,,,,,strength
7275,Suspender Front Plank,Strength,Waist,Suspension Trainer,Male,,,,,strength
7276,Bottle Weighted Gorilla Row,Strength,Back,Body weight,Male,,,,,strength
7277,Resistance Band Hip Thrusts on Knees,Strength,Hips,Resistance Bands,Male,,,,,strength
7278,Suspender Lat Stretch,Stretching,Back,Suspension Trainer,Male,,,,,mobility
7279,Suspender Squat Power Pull,Strength,Thighs,Suspension Trainer,Male,,,,,strength
7281,Resistance Band Leg Kickback,Strength,Hips,Resistance Bands,Male,,,,,strength
7282,Resistance Band Walk,Strength,Thighs,Resistance Bands,Male,,,,,strength
7284,Leg Raise Hip Lift,Strength,Waist,Body weight,Male,,,,,strength
7287,Trap Bar Overhead Press,Strength,Shoulders,Barbells,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",,,strength
